i;g;x;y
0, 0, 1335.66873295314, 1315,
0, 1, 1056.73791222415, 1004,
0, 2, 1129.56066498906, 1004.56251315233,
0, 3, 1279.91949669977, 430.74826147427,
0, 4, 1066.02558012709, 717.762159074486,
0, 5, 625.788576214293, 879.292593857094,
0, 6, 1046.49288029479, 612.579550378834,
0, 7, 584.469403492102, 712.503028639703,
0, 8, 1001.4174191433, 520.169115596225,
0, 9, 389.142405169017, 564.496072117964,
0, 10, 967.610823279693, 430.012593857094,
0, 11, 226.119487337826, 418.743028639703,
0, 12, 873.70361254744, 316.565637335355,
0, 13, 16.5570433851099, 238.98309926208,
0, 14, 1198.99819052396, 298.534332987529,
0, 15, 486.80590433056, 137.488695652174,
0, 16, 358.340840048838, 114.198260869565,
0, 17, 51.0764465329071, 65.3634782608695,
1, 0, 2784.91224147568, 1357.04347826087,
1, 1, 3055.36500838457, 1047.50608695652,
1, 2, 2976.1395418442, 1020.31334457767,
1, 3, 2873.17359297119, 445.688555347092,
1, 4, 3060.40060985674, 791.144465290807,
1, 5, 3486.54695132016, 982.153846153846,
1, 6, 3098.32672737011, 699.673411092597,
1, 7, 3547.06477495993, 822.664165103189,
1, 8, 3144.39850026781, 599.617233991907,
1, 9, 3735.7148217636, 692.803001876173,
1, 10, 3161.67541510445, 512.697929064508,
1, 11, 3882.59662288931, 561.050656660413,
1, 12, 3288.76547842402, 411.647279549718,
1, 13, 4026.48405253283, 395.257035647279,
1, 14, 2968.68292682927, 370.671669793621,
1, 15, 3674.09380863039, 255.3095684803,
1, 16, 3823.49718574109, 243.962476547842,
1, 17, 4020.8105065666, 226.941838649156,
2, 0, 1280.87740416552, 1763.84326129778,
2, 1, 504.679651356531, 2265.15884052548,
2, 2, 957.7133592217, 2113.15351429378,
2, 3, 736.230213154284, 2434.2773491806,
2, 4, 982.881898547543, 2151.40651029911,
2, 5, 885.227965963273, 2526.71105193076,
2, 6, 868.898587933248, 1941.0119249063,
2, 7, 424.140325513835, 1945.86950732357,
2, 8, 834.964028105992, 1993.38013201544,
2, 9, 452.329089558779, 2083.78162450067,
3, 0, 2786.6606741573, 1828.09054593875,
3, 1, 3510.50786516854, 2375.71238348868,
3, 2, 3199.42471910112, 2085.79494007989,
3, 3, 3557.82471910112, 2221.69374167776,
3, 4, 3145.0606741573, 2033.44873501997,
3, 5, 3570.91235955056, 2082.77496671105,
3, 6, 3092.71011235955, 2211.62716378162,
3, 7, 3260.83595505618, 2561.94407456724,
3, 8, 3054.45393258427, 2259.94673768309,
3, 9, 3099.75730337079, 2645.49667110519,
4, 0, 2798.99325842697, 1571.39280958722,
4, 1, 2988.2606741573, 1580.45272969374,
4, 2, 2607.9798601555, 1060.34813533177,
4, 3, 2744.39411125485, 944.321608040201,
4, 4, 2082.37712166175, 797.650081667541,
4, 5, 2083.89205684867, 613.573929362931,
4, 6, 1515.69265451813, 1005.96671493407,
4, 7, 1385.40822844261, 880.976734974154,
4, 8, 1290.72477925982, 1499.87975951904,
4, 9, 1099.84294570731, 1495.33466933868,
4, 10, 1504.33064061619, 2070.28857715431,
4, 11, 1371.77381176029, 2214.21643286573,
4, 12, 2006.05319646013, 2292.4641980248,
4, 13, 1994.59015566903, 2486.98145859085,
4, 14, 2532.35279903341, 2121.44908754088,
4, 15, 2658.74365617627, 2266.92231348777,
